AGENCY,TRANSACTION_AMOUNT,TRANSACTION_DATE
Department of Motor Vehicles,114.48,2009-04-14
Metropolitan Police Department,200.5,2009-09-01
District Department of the Environment,67.12,2009-08-27
Department of Health,1155.82,2009-10-29
Department of Consumer & Regulatory Affairs,521.0,2009-04-08
Office of Victim Services,31.41,2009-06-05
District Department of the Environment,15.0,2009-05-01
Office of Contracting & Procurement,77.92,2009-11-30
Homeland Security/Emergency Management,6.99,2009-03-16
District Department of the Environment,49.8,2009-02-09
Office of the Tenant Advocate,-105.59,2009-07-31
Metropolitan Police Department,336.9,2009-01-16
Fire & Emergency Medical Services,100.0,2009-03-18
Office of the State Superintendent of Education,2473.7,2009-12-25
Fire & Emergency Medical Services,1287.0,2009-11-25
Department of Public Works,179.9,2009-10-08
Alcoholic Beverage Regulation Administration,67.03,2009-11-12
University of the District of Columbia,2423.0,2009-09-29
Department of Corrections,257.61,2009-07-27
DC Public Library,23.05,2009-12-17
District Department of the Environment,37.5,2009-09-11
"Department of Insurance, Securities & Banking",143.88,2009-03-13
Department of Health,497.0,2009-12-16
Office of the Chief Medical Examiner,660.0,2009-09-17
Office of Police Complaints,221.07,2009-07-01
DC Sentencing & Criminal Code Review Committee,200.0,2009-08-13
Department of Corrections,322.32,2009-12-14
Metropolitan Police Department,48.0,2009-09-03
DC Taxicab Commission,47.51,2009-10-22
Department of Housing & Community Development,60.28,2009-05-06
Fire & Emergency Medical Services,1019.98,2009-05-06
Department of Public Works,1440.0,2009-10-14
Department of Motor Vehicles,174.0,2009-12-03
Department on Disability Services,519.7,2009-09-22
District Department of Transportation,89.0,2009-12-22
Fire & Emergency Medical Services,58.88,2009-03-19
University of the District of Columbia,1780.48,2009-08-27
District Department of Transportation,495.0,2009-08-24
Office of the Tenant Advocate,1.5,2009-11-19
DC Public Library,1983.74,2009-05-14
Fire & Emergency Medical Services,125.0,2009-06-03
DC Public Library,396.95,2009-03-02
District Department of the Environment,29.37,2009-07-03
DC Public Library,90.0,2009-06-01
Department of Health,126.0,2009-09-25
Office of Unified Communications,26.84,2009-08-31
Department of Consumer & Regulatory Affairs,225.0,2009-12-17
Department on Disability Services,1627.5,2009-09-23
Commission on Arts & Humanities,147.0,2009-11-06
City Administrator/Deputy Mayor,412.5,2009-02-09
Office of the State Superintendent of Education,-375.24,2009-12-15
Metropolitan Police Department,-248.11,2009-12-15
Office of the Chief Technology Officer,2379.97,2009-05-12
Department of Housing & Community Development,99.06,2009-09-04
Office of Administrative Hearings,874.75,2009-09-02
Department of Health,420.0,2009-03-29
Department of Public Works,220.4,2009-03-25
Department of Motor Vehicles,226.0,2009-08-24
Department of Health,460.04,2009-01-27
Office of the Attorney General,1092.0,2009-10-22
Office of the State Superintendent of Education,2473.7,2009-12-27
Department on Disability Services,1522.2,2009-07-11
Office of the Tenant Advocate,-82.43,2009-09-25
District Department of Transportation,250.0,2009-05-19
Serve DC,3875.0,2009-08-21
Office of the Chief Financial Officer,1000.0,2009-09-14
Metropolitan Police Department,48.0,2009-03-11
Department of Parks & Recreation,2060.0,2009-05-11
DC National Guard,168.35,2009-08-13
Deputy Mayor for Economic Development,59.94,2009-05-04
Fire & Emergency Medical Services,1378.0,2009-11-10
Homeland Security/Emergency Management,395.0,2009-12-28
Fire & Emergency Medical Services,2040.0,2009-09-23
Metropolitan Police Department,4.31,2009-05-18
Fire & Emergency Medical Services,66.72,2009-09-22
District Department of the Environment,90.65,2009-08-06
Department of Health,1311.05,2009-11-09
District Department of Transportation,319.2,2009-05-01
Serve DC,35.0,2009-09-11
Department of  Youth Rehabilitation Services,76.0,2009-06-18
Department of Health,2090.68,2009-02-23
Fire & Emergency Medical Services,680.0,2009-11-10
Office of the State Superintendent of Education,1850.0,2009-02-18
Office of Police Complaints,2200.0,2009-09-18
Department of Property Management,35.84,2009-03-19
Department of Property Management,2490.0,2009-04-24
Department on Disability Services,483.89,2009-11-04
Office of Motion Pictures & Television,284.2,2009-03-12
Metropolitan Police Department,159.6,2009-11-18
Serve DC,34.0,2009-05-02
Metropolitan Police Department,1729.12,2009-02-19
Department of Housing & Community Development,1000.0,2009-04-23
DC Public Library,1558.0,2009-11-04
Department of Human Services,764.4,2009-06-30
Department of Public Works,1802.2,2009-04-27
Department of Housing & Community Development,531.37,2009-11-16
Metropolitan Police Department,125.78,2009-04-03
Department of Consumer & Regulatory Affairs,129.5,2009-11-17
Office of Unified Communications,229.8,2009-04-20
District Department of the Environment,632.4,2009-04-01
Department of Housing & Community Development,16.49,2009-03-22
University of the District of Columbia,113.56,2009-10-14
Department of Health,1374.96,2009-04-23
Office of the State Superintendent of Education,706.99,2009-09-24
Department of Corrections,285.2,2009-07-20
District Department of Transportation,1260.0,2009-02-26
DC Public Library,654.42,2009-06-01
Fire & Emergency Medical Services,158.43,2009-04-27
District Department of Transportation,50.0,2009-10-08
Department on Disability Services,199.95,2009-08-07
District Department of Transportation,25.7,2009-05-22
District Department of the Environment,1160.0,2009-06-13
Department of Employment Services,592.8,2009-03-09
Fire & Emergency Medical Services,45.0,2009-03-26
Department of Employment Services,343.3,2009-02-28
Office of Administrative Hearings,2.72,2009-05-26
Department of Health,486.45,2009-07-27
Office of the Mayor,29.26,2009-08-19
Fire & Emergency Medical Services,800.0,2009-12-04
Department of Mental Health,20.0,2009-06-15
Office of the Chief Technology Officer,582.96,2009-02-26
Department of Consumer & Regulatory Affairs,65.5,2009-06-19
Office on Aging,85.0,2009-12-09
Department of Employment Services,25.0,2009-08-11
Department of Property Management,14.79,2009-11-06
DC National Guard,15.0,2009-05-21
District Department of Transportation,300.0,2009-11-30
Fire & Emergency Medical Services,250.0,2009-11-09
Fire & Emergency Medical Services,1890.47,2009-09-14
Department of Property Management,2338.2,2009-08-29
DC Public Library,762.17,2009-11-13
Department of Public Works,918.0,2009-01-27
Department of Housing & Community Development,490.0,2009-02-26
District Department of the Environment,684.44,2009-07-27
Department on Disability Services,500.0,2009-09-29
Office of the Attorney General,2400.0,2009-11-05
Office of the Tenant Advocate,1710.0,2009-10-21
Department on Disability Services,2244.95,2009-05-26
District Department of the Environment,200.0,2009-04-30
Office of the Tenant Advocate,15.06,2009-01-28
Department of Health,522.0,2009-11-24
District Department of the Environment,6.17,2009-05-19
Department of Consumer & Regulatory Affairs,99.0,2009-09-10
Department of Public Works,30.94,2009-02-13
Department of Public Works,1380.0,2009-07-01
Office of the Chief Medical Examiner,49.9,2009-01-14
Office of the Secretary,58.51,2009-05-17
District Department of the Environment,1046.93,2009-11-18
Department of  Youth Rehabilitation Services,2280.0,2009-03-24
Fire & Emergency Medical Services,554.92,2009-06-01
Department of Health,210.18,2009-08-16
Fire & Emergency Medical Services,577.85,2009-03-27
Department on Disability Services,385.0,2009-05-18
Department of Parks & Recreation,2400.0,2009-02-10
Department of Corrections,14.0,2009-11-12
Department of Human Services,10.24,2009-10-22
District Department of Transportation,325.0,2009-11-18
Department of  Youth Rehabilitation Services,375.25,2009-02-26
Department of Health,4.75,2009-02-12
Office of the Tenant Advocate,1450.0,2009-06-08
Department of  Youth Rehabilitation Services,101.25,2009-11-03
Office of the Attorney General,1764.0,2009-05-11
Office of the Mayor,178.0,2009-01-09
Serve DC,68.0,2009-12-03
Department on Disability Services,423.17,2009-12-21
Metropolitan Police Department,336.09,2009-05-23
Fire & Emergency Medical Services,775.0,2009-09-05
Department of Small & Local Business Development,742.8,2009-12-12
Department of Public Works,389.0,2009-02-03
Department of Consumer & Regulatory Affairs,27.98,2009-08-24
Department of Human Services,-195.0,2009-07-15
Office of the Chief Technology Officer,427.09,2009-11-20
Office of Community Affairs,1983.74,2009-05-14
Office of the Chief Financial Officer,1472.29,2009-07-16
Department of Health,41.05,2009-10-15
District Department of the Environment,143.04,2009-01-23
Department of Health,595.0,2009-12-23
Metropolitan Police Department,28.8,2009-07-19
Department of Public Works,139.07,2009-03-05
District Department of Transportation,650.28,2009-04-22
Department of Human Services,1780.0,2009-02-23
Department of Consumer & Regulatory Affairs,153.96,2009-09-08
Office of the State Superintendent of Education,1061.92,2009-02-11
DC Public Library,475.0,2009-06-04
University of the District of Columbia,1449.18,2009-06-24
Fire & Emergency Medical Services,1648.55,2009-09-04
Metropolitan Police Department,16.98,2009-04-21
District Department of the Environment,285.61,2009-03-05
Office of the Inspector General,367.86,2009-03-24
DC Public Library,41.7,2009-12-23
Office of the Mayor,515.0,2009-04-23
Office of Contracting & Procurement,128.04,2009-08-03
Department of Property Management,156.0,2009-06-09
Department on Disability Services,80.75,2009-09-24
Fire & Emergency Medical Services,1912.0,2009-11-11
Department of Housing & Community Development,85.0,2009-10-20
Office of the Chief Financial Officer,-160.0,2009-11-03
Fire & Emergency Medical Services,525.0,2009-09-15
Office of the Attorney General,120.0,2009-11-04
Department of Health,55.22,2009-05-12
Office of the Chief Financial Officer,350.0,2009-09-28
Office of the Mayor,399.54,2009-04-10
Department of Health,4.75,2009-01-08
Office of the Mayor,-47.69,2009-03-04
Office of the Mayor,360.36,2009-02-09
Department of Health,370.0,2009-01-26
Office of Community Affairs,397.49,2009-01-08
Department of Public Works,565.4,2009-02-13
Department of Public Works,71.8,2009-07-24
Fire & Emergency Medical Services,2444.9,2009-01-29
Office of the State Superintendent of Education,681.44,2009-08-25
Department of Public Works,89.0,2009-12-20
Department of Public Works,459.6,2009-04-23
Department of Motor Vehicles,463.4,2009-02-26
Fire & Emergency Medical Services,240.0,2009-06-15
Department of Health,252.0,2009-05-27
Office of Employee Appeals,15.79,2009-02-23
District Department of the Environment,136.95,2009-03-11
Fire & Emergency Medical Services,2450.0,2009-04-13
Department on Disability Services,282.63,2009-07-08
Commission on Arts & Humanities,750.0,2009-05-04
Fire & Emergency Medical Services,850.0,2009-05-11
Office of the Chief Financial Officer,108.99,2009-02-26
University of the District of Columbia,1195.0,2009-08-27
DC Public Library,479.6,2009-06-26
Department of  Youth Rehabilitation Services,223.12,2009-11-03
Office of the Chief Technology Officer,174.0,2009-09-15
Fire & Emergency Medical Services,73.17,2009-02-06
DC National Guard,89.0,2009-10-13
Commission on Arts & Humanities,600.0,2009-01-16
Office of the Tenant Advocate,1710.0,2009-10-02
District Department of the Environment,79.15,2009-12-02
Department of Property Management,1200.0,2009-02-10
District Department of the Environment,558.44,2009-08-04
District Department of Transportation,265.0,2009-08-18
Department of  Youth Rehabilitation Services,55.22,2009-05-12
Department on Disability Services,80.99,2009-03-11
DC Public Library,278.93,2009-09-13
Fire & Emergency Medical Services,-79.46,2009-12-04
Department of  Youth Rehabilitation Services,461.0,2009-09-25
District Department of Transportation,375.0,2009-03-09
Office of Partnership & Grant Services,60.0,2009-09-24
University of the District of Columbia,75.21,2009-12-16
Office of the Mayor,584.04,2009-06-27
Department on Disability Services,36.43,2009-06-20
Department of Public Works,142.92,2009-03-23
Department of Property Management,253.44,2009-08-20
Office of the Chief Technology Officer,16.95,2009-08-31
District Department of Transportation,464.0,2009-02-20
Department of  Youth Rehabilitation Services,-11.08,2009-04-27
Department of Health,845.0,2009-08-21
Office of Partnership & Grant Services,40.27,2009-12-14
Fire & Emergency Medical Services,110.0,2009-06-02
Department of Health,425.0,2009-01-05
Department of Human Services,56.69,2009-08-28
Fire & Emergency Medical Services,390.0,2009-02-05
DC Public Library,437.31,2009-08-25
Department of Public Works,86.33,2009-05-14
Office of the Chief Technology Officer,1550.61,2009-03-20
Metropolitan Police Department,-137.04,2009-02-20
Fire & Emergency Medical Services,15.0,2009-08-25
Fire & Emergency Medical Services,50.0,2009-09-24
DC Department of Human Resources,860.0,2009-09-08
Department of Health,2486.73,2009-09-18
Department of Property Management,210.04,2009-09-16
Department on Disability Services,403.85,2009-01-16
DC Public Library,150.0,2009-05-18
Department of Public Works,145.2,2009-04-27
Department of  Youth Rehabilitation Services,40.0,2009-10-07
Department of Consumer & Regulatory Affairs,317.24,2009-03-17
Department of  Youth Rehabilitation Services,1500.0,2009-06-04
District Department of Transportation,330.0,2009-10-28
