AGENCY,TRANSACTION_AMOUNT,TRANSACTION_DATE
Metropolitan Police Department,767.8927493605769,2009-06-05
Metropolitan Police Department,758.0601482628664,2009-07-07
Office of the Chief Financial Officer,809.9611175097589,2009-07-02
Department of Employment Services,41.770266270796384,2009-02-26
Department of Property Management,220.7083747830996,2009-07-22
Office of the Chief Financial Officer,1046.4551962583325,2009-06-24
District Department of the Environment,-70.5171728878309,2009-09-19
Department of Corrections,148.8198810020176,2009-07-10
City Administrator/Deputy Mayor,189.88755862813576,2009-04-30
Department of Public Works,-122.99268859192979,2009-01-15
Child & Family Services Administration,-165.45549858348386,2009-04-15
Office of the Mayor,179.47996932936834,2009-02-25
Department of Public Works,581.6470288232879,2009-11-10
Department of Mental Health,-137.37916317936603,2009-12-04
Department of Motor Vehicles,744.8771738505861,2009-11-06
Department on Disability Services,23.59334440596434,2009-06-03
Department on Disability Services,1729.9898172588446,2009-09-29
Office of Community Affairs,869.3408656879164,2009-07-17
Office of the Tenant Advocate,671.5229461368824,2009-04-27
Department of Corrections,-168.22767157897843,2009-07-08
Office of the State Superintendent of Education,441.3556578866825,2009-02-25
Department on Disability Services,92.85642288361626,2009-08-18
DC Public Library,184.5489337579444,2009-06-26
District Department of Transportation,2471.737392148106,2009-04-25
Serve DC,234.55580252624208,2009-04-03
Fire & Emergency Medical Services,42.17640555365389,2009-04-11
Fire & Emergency Medical Services,-25.424357553809863,2009-10-29
Department of Health,-335.6128631563997,2009-07-10
Commission on Arts & Humanities,1075.8769559527045,2009-05-29
Office of the State Superintendent of Education,1896.9021943182931,2009-04-13
Office of the Attorney General,2577.1047737275103,2009-02-02
Department of Health Care Finance,1221.2767824540006,2009-03-27
Department of Property Management,1235.0617384274772,2009-04-29
Metropolitan Police Department,123.95931979283779,2009-07-15
District Department of Transportation,255.3893130300271,2009-04-21
Department on Disability Services,-221.87255171446216,2009-06-23
DC Public Library,-43.95576673519349,2009-06-13
Department on Disability Services,-64.91860730942503,2009-09-10
Department on Disability Services,-77.07221109263179,2009-10-30
Office of the Chief Technology Officer,1231.3502030064244,2009-10-29
DC Department of Human Resources,89.33134358898204,2009-04-02
Department of Consumer & Regulatory Affairs,57.48483996966902,2009-01-28
Department of Public Works,72.49897011602175,2009-08-31
Department on Disability Services,68.68845337953336,2009-12-11
District Department of Transportation,598.6664133368381,2009-12-10
District Department of the Environment,280.60962831114364,2009-07-14
Homeland Security/Emergency Management,98.90341728150855,2009-12-22
Serve DC,114.27978284189712,2009-06-16
Department of Mental Health,249.1277780429125,2009-12-04
Department of Public Works,198.4948444950763,2009-05-28
District Department of the Environment,-1464.8175303979574,2009-04-30
Office of the Attorney General,200.24047123085467,2009-02-23
Department of  Youth Rehabilitation Services,100.65407347576766,2009-04-07
Fire & Emergency Medical Services,-53.195592996045605,2009-03-19
District Department of Transportation,5.268378189686686,2009-05-28
Department of  Youth Rehabilitation Services,506.204507993925,2009-09-22
Department of  Youth Rehabilitation Services,1867.8464713606177,2009-05-29
Department of  Youth Rehabilitation Services,-154.317229940579,2009-01-08
Department of Health,2050.279162440363,2009-03-24
Department of Employment Services,2073.17099495704,2009-11-10
District Department of Transportation,1218.5685201455321,2009-10-28
Department of Corrections,1376.8391068078101,2009-05-01
Department of Public Works,1770.6793698283525,2009-05-15
DC Public Library,811.0762758151001,2009-03-26
Metropolitan Police Department,176.82427682777143,2009-12-17
Office of Partnership & Grant Services,122.33953573446001,2009-08-04
Department of Health,290.1750360184658,2009-06-27
Fire & Emergency Medical Services,80.0480822533392,2009-03-23
City Administrator/Deputy Mayor,17.461477528654978,2009-10-06
Department of Property Management,512.2063603720267,2009-10-11
Office of the Chief Financial Officer,919.0727125070589,2009-04-22
Department of  Youth Rehabilitation Services,322.1911646445541,2009-08-25
Fire & Emergency Medical Services,47.05503111196164,2009-09-09
Fire & Emergency Medical Services,274.24757869799924,2009-10-05
Department of Consumer & Regulatory Affairs,1368.2076237842007,2009-09-24
Office of the Attorney General,692.4852420242631,2009-12-09
District Department of Transportation,1197.4915017358712,2009-11-18
Department of Corrections,412.48721532974133,2009-05-06
Office of Unified Communications,115.04369110013799,2009-01-08
University of the District of Columbia,55.499828933769415,2009-08-19
Department of Health,312.53239827872426,2009-06-04
Department of Parks & Recreation,1866.4970241788346,2009-03-11
District Department of the Environment,1184.765523756334,2009-09-01
District Department of the Environment,463.6799205368605,2009-06-26
Metropolitan Police Department,476.8486138199172,2009-12-02
District Department of the Environment,3538.4438975108433,2009-05-05
District Department of the Environment,1886.0921932221784,2009-05-19
District Department of Transportation,696.0789969968318,2009-09-21
District Department of Transportation,237.1415839618809,2009-10-25
District Department of Transportation,1159.2034371758953,2009-02-23
Department on Disability Services,204.5935920311178,2009-01-20
Serve DC,512.5466006868008,2009-10-29
District Department of Transportation,925.4947197878905,2009-07-09
Department of Employment Services,-521.6675244484364,2009-12-09
Alcoholic Beverage Regulation Administration,1652.0261996899371,2009-09-04
Department of Public Works,44.06923717868125,2009-06-11
Department on Disability Services,917.2904978257943,2009-12-17
Department of Consumer & Regulatory Affairs,38.25588009014669,2009-02-09
Fire & Emergency Medical Services,446.4195663062068,2009-01-22
District Department of Transportation,853.4310331232251,2009-04-06
Metropolitan Police Department,1160.783944575714,2009-11-27
Office of the State Superintendent of Education,-72.3266474836903,2009-02-12
DC Public Library,437.4970443451109,2009-02-05
Criminal Justice Coordinating Council,1973.477168750928,2009-11-04
Fire & Emergency Medical Services,191.62090827922896,2009-10-13
Metropolitan Police Department,945.5193763160237,2009-08-15
Department of Public Works,157.37479469478023,2009-03-24
Department of Public Works,599.3212084201125,2009-06-04
Department of Education,248.54245414658135,2009-10-10
Office of the Tenant Advocate,101.63591926053802,2009-06-24
Office of the Tenant Advocate,83.95303602286796,2009-09-09
Department of Employment Services,323.9297216228009,2009-04-09
DC Public Library,98.59797933827323,2009-09-10
Office of the Chief Financial Officer,1587.4047214183054,2009-04-29
District Department of Transportation,56.40647412304959,2009-07-15
Department of  Youth Rehabilitation Services,28.413543934927368,2009-09-28
Department of Consumer & Regulatory Affairs,106.70263466441845,2009-05-08
Department of  Youth Rehabilitation Services,461.46853650518614,2009-06-30
Department of Health,-96.48064329409729,2009-04-27
Department of  Youth Rehabilitation Services,9.02594373023247,2009-02-10
Office of the Chief Financial Officer,407.75026313302754,2009-06-17
Department on Disability Services,553.7963315983573,2009-11-13
Department of Public Works,47.610488771403936,2009-10-21
Office of the State Superintendent of Education,24.305365423779243,2009-11-02
Fire & Emergency Medical Services,353.0135797358186,2009-01-20
Office of the Chief Technology Officer,392.7974162760937,2009-06-30
Office of the Chief Financial Officer,506.79024420284594,2009-09-18
Office of Community Affairs,74.22255401769432,2009-11-27
District Department of Transportation,426.14280851775544,2009-11-19
Fire & Emergency Medical Services,438.75239705900754,2009-10-21
District Department of Transportation,51.85386386193224,2009-02-07
Office on Aging,434.3280719291499,2009-06-08
University of the District of Columbia,428.5026133745766,2009-02-25
Office of Police Complaints,2436.9224893212304,2009-03-10
Department of Consumer & Regulatory Affairs,154.29460843354062,2009-10-24
Department of Property Management,366.6008659027984,2009-04-17
Department of  Youth Rehabilitation Services,573.5513386825777,2009-03-25
Department of Consumer & Regulatory Affairs,-14.151347579746798,2009-04-01
Department on Disability Services,314.85068950185286,2009-04-22
Office of Administrative Hearings,377.02652107015257,2009-05-07
Office of the Chief Technology Officer,725.5706983703839,2009-03-30
Office of the Tenant Advocate,141.6967215387178,2009-09-03
Department of Public Works,652.3751063998503,2009-02-24
Fire & Emergency Medical Services,168.41765304046783,2009-12-04
DC Public Library,1210.4862260188636,2009-02-12
Department of Public Works,2230.1658277092947,2009-10-31
Department of Property Management,31.659302605346454,2009-12-04
Fire & Emergency Medical Services,348.0394147056354,2009-05-29
Fire & Emergency Medical Services,1114.5119607531558,2009-06-26
District Department of the Environment,603.8582861710962,2009-09-03
Department of Corrections,223.67630038702202,2009-05-14
Metropolitan Police Department,696.4291994311495,2009-05-07
Department of Public Works,956.233270849579,2009-05-08
Department of Corrections,693.5648265514305,2009-03-30
District Department of the Environment,1210.598358203898,2009-10-23
DC Public Library,247.13646049551662,2009-06-09
Metropolitan Police Department,403.8161225063694,2009-12-02
Department of Mental Health,-447.96313585349696,2009-07-20
Metropolitan Police Department,64.33718379353749,2009-08-19
Office of Partnership & Grant Services,467.9406577463354,2009-05-07
Fire & Emergency Medical Services,2458.187274257109,2009-06-04
District Department of the Environment,473.5922389501361,2009-03-23
Fire & Emergency Medical Services,109.16151475489193,2009-09-22
"Department of Insurance, Securities & Banking",2350.164043892164,2009-02-18
Department of Health,2071.7354820761648,2009-10-21
Commission on Arts & Humanities,27.223747666187265,2009-10-29
Fire & Emergency Medical Services,60.469014356125484,2009-07-22
DC Department of Human Resources,149.20248440102313,2009-11-04
Department of Public Works,-80.76648329192345,2009-02-06
Fire & Emergency Medical Services,245.1902811234342,2009-06-25
Office of the Mayor,93.1499524667283,2009-09-25
Department on Disability Services,-60.15685880503613,2009-09-06
Office of Unified Communications,407.7136084882752,2009-07-23
Office of the Mayor,726.8208385199996,2009-05-05
Metropolitan Police Department,12.885407616556135,2009-08-06
Fire & Emergency Medical Services,80.05531561665882,2009-02-06
Department of Public Works,186.13325035855283,2009-09-05
Office of the Secretary,131.59515753696445,2009-02-18
Department of Parks & Recreation,311.5558137479655,2009-03-10
District Department of the Environment,871.9477647560501,2009-07-31
Department of Motor Vehicles,148.1542937734341,2009-09-10
"Department of Insurance, Securities & Banking",220.27664104362546,2009-01-08
Department of Employment Services,-110.203951091005,2009-05-12
Department on Disability Services,-161.0881120993921,2009-04-16
Office of the Tenant Advocate,298.1272149196593,2009-10-05
Department of Health,1053.7872356530718,2009-06-19
Department of Motor Vehicles,828.8531608268582,2009-05-04
