AGENCY,TRANSACTION_AMOUNT,TRANSACTION_DATE
Department of  Youth Rehabilitation Services,530.6,2009-09-28
Office of Municipal Planning,168.83,2009-11-04
Department of  Youth Rehabilitation Services,2250.81,2009-09-06
Office of the Chief Financial Officer,468.43,2009-10-26
Department of Public Works,747.73,2009-11-05
Department of  Youth Rehabilitation Services,163.23,2009-03-21
Office of the Mayor,163.56,2009-12-30
Office of Unified Communications,2373.76,2009-07-30
Office of the Secretary,1940.47,2009-09-21
Department of Employment Services,183.68,2009-11-13
Department of Employment Services,1927.41,2009-12-05
Department of Public Works,68.24,2009-07-15
University of the District of Columbia,2070.33,2009-11-13
Department of Public Works,2498.64,2009-12-15
Office of the State Superintendent of Education,142.49,2009-11-09
Child & Family Services Administration,2243.11,2009-10-21
Office of the State Superintendent of Education,415.3,2009-02-14
Office of the State Superintendent of Education,55.03,2009-10-24
Department on Disability Services,2628.56,2009-01-09
District Department of the Environment,2087.03,2009-10-29
Department of Motor Vehicles,1772.49,2009-04-03
DC Public Library,1251.75,2009-03-06
Office of the State Superintendent of Education,454.81,2009-07-14
Office of Unified Communications,1284.6,2009-02-23
Office of the State Superintendent of Education,150.59,2009-11-06
Department of Parks & Recreation,2136.29,2009-07-30
Office of Contracting & Procurement,147.71,2009-08-01
Office of the State Superintendent of Education,1411.31,2009-06-22
Office of the State Superintendent of Education,2262.01,2009-11-10
Department of  Youth Rehabilitation Services,335.56,2009-07-31
Department of Public Works,1500.37,2009-03-25
Department of  Youth Rehabilitation Services,1221.95,2009-08-05
Child & Family Services Administration,443.3,2009-11-19
Alcoholic Beverage Regulation Administration,814.0,2009-09-23
Office of the State Superintendent of Education,252.94,2009-07-18
Department of Human Services,1738.41,2009-03-26
Office of Municipal Planning,199.69,2009-11-06
DC Department of Human Resources,2819.15,2009-09-16
Office of the State Superintendent of Education,2884.26,2009-09-25
Department of Health,2272.61,2009-04-05
Serve DC,2555.82,2009-06-23
Department of  Youth Rehabilitation Services,1981.05,2009-08-18
Department of Employment Services,1081.7,2009-06-21
Department on Disability Services,368.84,2009-08-01
Department of Mental Health,77.75,2009-03-03
Office of the Secretary,552.42,2009-12-09
Office of the Secretary,2667.47,2009-09-22
Department of  Youth Rehabilitation Services,2254.04,2009-07-11
Office of the State Superintendent of Education,2631.66,2009-02-13
Department of Consumer & Regulatory Affairs,2830.33,2009-09-06
Department of Public Works,254.91,2009-07-14
Office of the State Superintendent of Education,371.23,2009-10-23
Board of Elections & Ethics,156.87,2009-10-31
Department of Employment Services,2032.39,2009-12-03
Department on Disability Services,535.14,2009-11-14
Office of the State Superintendent of Education,-44.59,2009-10-13
Department on Disability Services,1428.93,2009-01-05
Office of the State Superintendent of Education,335.53,2009-07-29
Office of the State Superintendent of Education,964.72,2009-10-25
Department of Health,1673.47,2009-08-23
Department of Consumer & Regulatory Affairs,1177.11,2009-04-10
Office of Contracting & Procurement,330.56,2009-10-26
University of the District of Columbia,770.95,2009-11-09
Office of the State Superintendent of Education,2542.44,2009-09-28
Department of  Youth Rehabilitation Services,4175.72,2009-05-03
Office of the State Superintendent of Education,2416.27,2009-04-11
Office of the State Superintendent of Education,869.87,2009-04-24
Department of Public Works,982.72,2009-08-21
Serve DC,151.36,2009-10-26
Department of Mental Health,278.73,2009-07-28
Office of the Mayor,143.13,2009-03-03
Department of Parks & Recreation,567.52,2009-09-27
Department of  Youth Rehabilitation Services,508.94,2009-11-16
DC Public Library,2648.09,2009-12-01
Commission on Arts & Humanities,2446.41,2009-06-29
Department of Human Services,801.01,2009-11-12
Board of Elections & Ethics,1029.11,2009-06-30
Serve DC,240.26,2009-11-09
Department of  Youth Rehabilitation Services,434.47,2009-03-12
Department of Public Works,2097.07,2009-08-19
DC Public Library,312.47,2009-07-28
Office of the Secretary,1748.12,2009-10-23
Department of Health,286.83,2009-06-06
DC Public Library,123.06,2009-04-27
Department of Health,2290.97,2009-10-31
Department of  Youth Rehabilitation Services,297.67,2009-08-01
Office of the State Superintendent of Education,178.54,2009-10-17
Department of Parks & Recreation,2041.4,2009-11-30
Department of Employment Services,242.2,2009-10-27
Department of Employment Services,158.25,2009-03-09
Office of the Chief Medical Examiner,2798.35,2009-09-30
District Department of the Environment,1802.42,2009-09-16
Office of the Chief Financial Officer,167.0,2009-07-11
Department of Mental Health,267.75,2009-11-20
Board of Elections & Ethics,1885.3,2009-06-14
Serve DC,1983.88,2009-10-21
Office of Municipal Planning,1438.79,2009-09-12
Office of the Secretary,39.22,2009-10-16
Office of the State Superintendent of Education,356.93,2009-10-05
Department on Disability Services,1177.36,2009-09-27
Office of Municipal Planning,257.06,2009-07-21
Office of the State Superintendent of Education,210.18,2009-06-11
Department on Disability Services,267.05,2009-07-24
Office of the State Superintendent of Education,1804.62,2009-08-03
Office of the Attorney General,2280.87,2009-08-06
Office of Unified Communications,2063.09,2009-11-02
DC Public Library,-243.17,2009-11-26
Office of the State Superintendent of Education,2257.59,2009-07-26
Department of Corrections,189.63,2009-07-29
Child & Family Services Administration,171.55,2009-10-20
DC Public Library,93.74,2009-02-18
Office of the Inspector General,773.96,2009-06-03
DC Public Library,2136.57,2009-11-08
Department of Public Works,399.69,2009-07-23
Office of Cable TV,705.58,2009-11-09
Department of Public Works,311.96,2009-07-17
Office of the State Superintendent of Education,2479.06,2009-09-28
Office of the State Superintendent of Education,2902.56,2009-08-19
Office of the State Superintendent of Education,2594.46,2009-07-08
Department of Human Services,1649.42,2009-09-25
University of the District of Columbia,491.05,2009-11-18
Office of the Secretary,910.62,2009-09-12
Department of  Youth Rehabilitation Services,426.45,2009-08-19
Department of  Youth Rehabilitation Services,998.56,2009-09-28
Department of Consumer & Regulatory Affairs,225.69,2009-03-30
Department of Public Works,1792.07,2009-01-09
Office of the State Superintendent of Education,2629.32,2009-09-21
Department of Property Management,2303.33,2009-06-16
DC Department of Human Resources,355.33,2009-01-25
Department of  Youth Rehabilitation Services,2786.68,2009-08-03
Department of Employment Services,1299.96,2009-08-18
DC Public Library,2577.64,2009-12-20
Office of the State Superintendent of Education,662.73,2009-11-27
Department of Employment Services,297.08,2009-03-28
Department of Health Care Finance,2329.38,2009-07-02
Department of Corrections,211.11,2009-07-25
University of the District of Columbia,339.96,2009-12-03
Department of  Youth Rehabilitation Services,173.87,2009-12-02
Department on Disability Services,262.95,2009-11-08
Office of the State Superintendent of Education,1805.61,2009-03-19
Serve DC,559.06,2009-04-28
Department of Employment Services,337.17,2009-07-17
Department of  Youth Rehabilitation Services,2419.67,2009-08-18
DC Department of Human Resources,294.19,2009-09-27
Office of the State Superintendent of Education,-7.92,2009-07-19
Office of the State Superintendent of Education,291.32,2009-09-28
Department of Health,686.81,2009-11-09
Office of the State Superintendent of Education,2688.61,2009-10-06
Department of Health,64.26,2009-07-18
Department of Public Works,1217.7,2009-07-16
Department of Corrections,52.81,2009-07-18
Office of Municipal Planning,1724.13,2009-11-08
Office of Municipal Planning,1363.07,2009-08-04
Department on Disability Services,1501.15,2009-01-13
Office of the Inspector General,215.44,2009-03-16
Office of the State Superintendent of Education,1848.21,2009-07-19
Department of  Youth Rehabilitation Services,1186.54,2009-04-02
Department of Employment Services,320.97,2009-02-15
Department on Disability Services,81.39,2009-07-04
Department of Public Works,206.92,2009-04-04
Department of Human Services,1868.28,2009-01-07
Office of the State Superintendent of Education,-27.76,2009-07-11
Child & Family Services Administration,241.2,2009-08-17
Office of the State Superintendent of Education,2404.94,2009-02-15
Office of the Attorney General,468.13,2009-06-06
Department of Employment Services,2384.13,2009-09-16
Office of the State Superintendent of Education,1357.69,2009-12-05
Office of the State Superintendent of Education,554.28,2009-08-02
DC Public Library,2029.19,2009-12-06
Department of  Youth Rehabilitation Services,1254.13,2009-03-31
Department of Public Works,2510.04,2009-08-13
Department of Human Services,1788.37,2009-12-05
Office of the State Superintendent of Education,163.85,2009-11-06
Department on Disability Services,668.13,2009-10-28
Department of Employment Services,205.21,2009-11-04
Department of Health,283.04,2009-07-09
Department of  Youth Rehabilitation Services,1855.99,2009-05-21
Department of Health,1821.76,2009-02-03
University of the District of Columbia,455.08,2009-11-10
Office of the Chief Financial Officer,206.07,2009-07-07
Department of  Youth Rehabilitation Services,143.59,2009-04-22
Department of  Youth Rehabilitation Services,473.23,2009-07-26
Office of the State Superintendent of Education,1786.89,2009-08-04
Department of Health,1670.49,2009-09-21
Department of  Youth Rehabilitation Services,988.27,2009-03-26
Office of the Secretary,2191.57,2009-10-22
Office of the Chief Financial Officer,2501.29,2009-10-10
Office of the State Superintendent of Education,611.65,2009-11-17
Office of the State Superintendent of Education,27.77,2009-11-04
Department on Disability Services,987.86,2009-10-31
Department on Disability Services,94.61,2009-06-29
Department of Health,327.6,2009-07-13
Department of  Youth Rehabilitation Services,1812.79,2009-07-20
Office of the Inspector General,1735.6,2009-02-27
Department of Human Services,1750.96,2009-09-16
Fire & Emergency Medical Services,2532.15,2009-04-04
Department of Public Works,1992.57,2009-01-08
DC Public Library,-717.72,2009-07-15
DC Public Library,35.54,2009-03-10
Department of Health,2607.85,2009-03-24
Department of  Youth Rehabilitation Services,1952.54,2009-10-21
Office of the State Superintendent of Education,195.45,2009-07-02
Department of Health,324.44,2009-11-02
Child & Family Services Administration,2109.45,2009-11-10
Department of  Youth Rehabilitation Services,586.13,2009-11-04
Office of the Secretary,1119.97,2009-12-24
DC Public Library,331.47,2009-05-04
Office of the State Superintendent of Education,2511.1,2009-01-10
Office of the State Superintendent of Education,346.77,2009-06-23
Office of the Chief Financial Officer,2731.04,2009-10-08
DC Public Library,1712.76,2009-11-17
Department of  Youth Rehabilitation Services,674.37,2009-08-12
Office of the Chief Financial Officer,2405.31,2009-10-29
Child & Family Services Administration,326.48,2009-10-27
Department of Consumer & Regulatory Affairs,2578.82,2009-10-14
Department of  Youth Rehabilitation Services,162.53,2009-08-20
Department of Public Works,1669.29,2009-09-21
Department of Health,1857.39,2009-10-08
Fire & Emergency Medical Services,2259.54,2009-06-22
Department of Corrections,701.86,2009-10-26
Department on Disability Services,2148.21,2009-09-28
Department of Health,2185.53,2009-07-20
Department of Public Works,2633.78,2009-08-14
Department of Employment Services,1922.6,2009-09-06
Department of Public Works,815.57,2009-11-05
Office of the Inspector General,626.58,2009-08-08
Department of Human Services,2128.42,2009-11-02
Department of Employment Services,159.55,2009-11-20
DC Public Library,308.97,2009-03-19
DC Public Library,3047.83,2009-09-21
DC Department of Human Resources,475.07,2009-11-13
Office of Administrative Hearings,791.55,2009-04-12
Office of the State Superintendent of Education,298.05,2009-08-04
Office of Community Affairs,422.36,2009-10-01
