AGENCY,TRANSACTION_AMOUNT,TRANSACTION_DATE
Fire & Emergency Medical Services,1386.78,2009-01-05
Fire & Emergency Medical Services,48.4,2009-01-05
Department on Disability Services,86.18,2009-01-05
Department on Disability Services,330.0,2009-01-05
Department on Disability Services,359.0,2009-01-05
Fire & Emergency Medical Services,150.0,2009-01-05
Office of Finance & Resource Management,1908.52,2009-01-05
Office of the State Superintendent of Education,1250.0,2009-01-05
Department of Property Management,221.94,2009-01-05
Department of Public Works,17.5,2009-01-05
Office of the Chief Financial Officer,-2.59,2009-01-05
District Department of Transportation,-50.0,2009-01-05
Department of Public Works,423.6,2009-01-05
Department of Corrections,168.2,2009-01-05
Department of Corrections,6.99,2009-01-04
Fire & Emergency Medical Services,1555.84,2009-01-05
Office of the State Superintendent of Education,2496.78,2009-01-05
Fire & Emergency Medical Services,320.0,2009-01-06
Fire & Emergency Medical Services,312.0,2009-01-06
Fire & Emergency Medical Services,333.0,2009-01-06
District Department of Transportation,1795.63,2009-01-06
Department of Health,369.2,2009-01-05
Metropolitan Police Department,3013.44,2009-01-05
Fire & Emergency Medical Services,957.33,2009-01-05
Fire & Emergency Medical Services,253.56,2009-01-05
Department of Health,4.75,2009-01-05
Department of Health,4.75,2009-01-05
Office of the Chief Technology Officer,2030.15,2009-01-05
Office of the Chief Technology Officer,84.99,2009-01-05
Department of  Youth Rehabilitation Services,93.95,2009-01-06
Department of  Youth Rehabilitation Services,1261.64,2009-01-06
Criminal Justice Coordinating Council,410.0,2009-01-06
District Department of Transportation,1491.52,2009-01-05
Department of Public Works,39.86,2009-01-05
Department of Corrections,315.4,2009-01-04
DC Public Library,2500.0,2009-01-05
Office of Unified Communications,101.96,2009-01-05
Department of  Youth Rehabilitation Services,419.38,2009-01-05
Metropolitan Police Department,565.0,2009-01-05
DC Taxicab Commission,381.11,2009-01-05
Department of Motor Vehicles,877.06,2009-01-07
Department of Motor Vehicles,293.77,2009-01-08
Department of Motor Vehicles,303.63,2009-01-08
District Department of Transportation,1596.0,2009-01-08
District Department of Transportation,1440.0,2009-01-08
DC Public Library,264.4,2009-01-06
DC Public Library,1749.51,2009-01-08
Department of Education,12.24,2009-01-08
Fire & Emergency Medical Services,566.46,2009-01-07
Office of the Secretary,314.2,2009-01-07
Office of the Secretary,324.0,2009-01-07
Department on Disability Services,884.3,2009-01-07
Department of Parks & Recreation,3200.0,2009-01-08
Department of Parks & Recreation,4200.0,2009-01-08
Department on Disability Services,108.69,2009-01-08
Department on Disability Services,2089.99,2009-01-08
Fire & Emergency Medical Services,88.79,2009-01-07
Fire & Emergency Medical Services,930.86,2009-01-07
Department of Parks & Recreation,399.99,2009-01-07
Metropolitan Police Department,966.0,2009-01-09
Metropolitan Police Department,80.0,2009-01-11
DC Department of Human Resources,160.0,2009-01-09
Fire & Emergency Medical Services,0.42,2009-01-09
Fire & Emergency Medical Services,42.36,2009-01-09
Fire & Emergency Medical Services,1548.36,2009-01-09
Fire & Emergency Medical Services,295.08,2009-01-10
Fire & Emergency Medical Services,54.0,2009-01-09
Office of Partnership & Grant Services,710.0,2009-01-09
Fire & Emergency Medical Services,69.99,2009-01-10
Fire & Emergency Medical Services,92.45,2009-01-08
Fire & Emergency Medical Services,31.4,2009-01-09
Office of Finance & Resource Management,1084.0,2009-01-10
Department of Corrections,1030.47,2009-01-09
Fire & Emergency Medical Services,195.29,2009-01-09
Department on Disability Services,310.46,2009-01-09
Department on Disability Services,201.71,2009-01-09
Office of the Attorney General,862.51,2009-01-08
Office of the Attorney General,666.75,2009-01-09
Office of the State Superintendent of Education,450.0,2009-01-08
Office of the State Superintendent of Education,2375.0,2009-01-09
Department of Health,1128.7,2009-01-08
Department of Health,912.75,2009-01-08
District Department of Transportation,1596.0,2009-01-09
Department on Disability Services,341.25,2009-01-09
Department on Disability Services,119.95,2009-01-09
Department on Disability Services,88.5,2009-01-09
Office of Police Complaints,-79.95,2009-01-08
Department of Housing & Community Development,1068.63,2009-01-09
Office of the Tenant Advocate,30.0,2009-01-09
Office of the Tenant Advocate,527.84,2009-01-09
Office of Community Affairs,374.95,2009-01-09
Fire & Emergency Medical Services,3000.0,2009-01-08
Fire & Emergency Medical Services,2841.65,2009-01-09
Fire & Emergency Medical Services,660.0,2009-01-08
Department of Parks & Recreation,2250.0,2009-01-10
Office of the Chief Financial Officer,44.09,2009-01-10
Office of the Chief Financial Officer,449.0,2009-01-09
Office of the Chief Financial Officer,9.74,2009-01-09
Office of the Chief Financial Officer,14.99,2009-01-09
Office of Contracting & Procurement,127.15,2009-01-09
Department of Public Works,442.76,2009-01-09
Department of Public Works,275.0,2009-01-09
Office of the Chief Financial Officer,57.34,2009-01-08
Office of the Chief Financial Officer,217.76,2009-01-08
Office of the Chief Financial Officer,81.69,2009-01-09
Board of Real Property Assessment & Appeals,213.99,2009-01-09
Department of Health,68.8,2009-01-10
Department of Health,50.53,2009-01-10
Office of the Mayor,178.0,2009-01-09
Fire & Emergency Medical Services,2264.49,2009-01-09
District Department of Transportation,130.2,2009-01-08
District Department of Transportation,28.45,2009-01-09
District Department of Transportation,616.08,2009-01-09
District Department of Transportation,234.45,2009-01-10
District Department of Transportation,1210.7,2009-01-09
Department of Parks & Recreation,159.14,2009-01-08
Office of Public Educational Facilities Modernization,2022.8,2009-01-09
Office of the Chief Financial Officer,409.41,2009-01-07
Office of the Chief Financial Officer,122.0,2009-01-07
Department of Corrections,388.86,2009-01-08
Department of Human Services,1300.0,2009-01-07
District Department of Transportation,965.0,2009-01-07
District Department of Transportation,3.4,2009-01-08
Office of the Mayor,176.75,2009-01-07
Office of Contracting & Procurement,133.86,2009-01-07
Office of the State Superintendent of Education,850.0,2009-01-08
Medical Liability Captive Insurance Agency,65.0,2009-01-08
Medical Liability Captive Insurance Agency,65.0,2009-01-08
Commission on Arts & Humanities,250.0,2009-01-09
District Department of the Environment,205.24,2009-01-07
Department of Health,710.0,2009-01-08
City Administrator/Deputy Mayor,237.29,2009-01-08
City Administrator/Deputy Mayor,42.96,2009-01-08
Department of Parks & Recreation,375.0,2009-01-08
Department of Parks & Recreation,1315.75,2009-01-08
Office of the Chief Financial Officer,928.81,2009-01-07
Fire & Emergency Medical Services,375.0,2009-01-08
Fire & Emergency Medical Services,2940.0,2009-01-08
Fire & Emergency Medical Services,1500.0,2009-01-08
Fire & Emergency Medical Services,609.78,2009-01-07
Fire & Emergency Medical Services,150.0,2009-01-08
Fire & Emergency Medical Services,257.5,2009-01-08
Board of Elections & Ethics,1253.06,2009-01-07
Department of Health,553.97,2009-01-09
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Health,4.75,2009-01-08
Department of Property Management,1509.9,2009-01-08
District Department of Transportation,100.0,2009-01-08
District Department of Transportation,100.0,2009-01-08
District Department of the Environment,106.81,2009-01-08
District Department of the Environment,1068.4,2009-01-08
Department of  Youth Rehabilitation Services,38.0,2009-01-08
Office of the State Superintendent of Education,1407.0,2009-01-08
Commission of Judicial Disabilities & Tenure,10.0,2009-01-08
Commission of Judicial Disabilities & Tenure,63.0,2009-01-08
Department of Housing & Community Development,688.73,2009-01-07
Department of Public Works,218.22,2009-01-08
Criminal Justice Coordinating Council,1368.3,2009-01-07
Department of Corrections,20.0,2009-01-09
Department of Corrections,60.0,2009-01-09
Department of Consumer & Regulatory Affairs,300.0,2009-01-08
Department of Public Works,900.0,2009-01-08
Department of Motor Vehicles,-1700.0,2009-01-02
Department of Property Management,400.0,2009-01-08
Office of the Chief Financial Officer,65.0,2009-01-09
Department of Mental Health,55.9,2009-01-08
Department of Health,49.95,2009-01-08
Department of Health,88.81,2009-01-09
Office of Latino Affairs,59.97,2009-01-08
Fire & Emergency Medical Services,2512.5,2009-01-08
Fire & Emergency Medical Services,2250.0,2009-01-07
Department of Health,498.75,2009-01-08
Department of Parks & Recreation,580.22,2009-01-07
Department of  Youth Rehabilitation Services,804.37,2009-01-07
Office of the Chief Financial Officer,45.0,2009-01-07
Office of the Mayor,135.36,2009-01-07
Office of Cable TV,575.0,2009-01-08
Office of Cable TV,-26.1,2009-01-08
DC Public Library,463.52,2009-01-08
Department of Human Services,570.4,2009-01-08
Department of Human Services,150.0,2009-01-08
Department of  Youth Rehabilitation Services,1911.47,2009-01-09
City Administrator/Deputy Mayor,194.9,2009-01-10
City Administrator/Deputy Mayor,150.0,2009-01-09
Department of Human Services,448.8,2009-01-08
Department on Disability Services,99.94,2009-01-09
Fire & Emergency Medical Services,45.0,2009-01-08
Department of Health,4.75,2009-01-09
Department of Health,4.75,2009-01-09
Department of Health,547.95,2009-01-09
Department of Health,4.75,2009-01-09
Department of Health,4.75,2009-01-09
Department of Health,4.75,2009-01-09
Department of Health,4.75,2009-01-09
Department of Health,4.75,2009-01-09
Department of Health,4.75,2009-01-09
Department of Health,4.75,2009-01-09
Department of Health,4.75,2009-01-09
Department of Health,4.75,2009-01-09
Department of Health,4.75,2009-01-09
Department of Health,4.75,2009-01-09
Department of Health,4.75,2009-01-09
Department of Health,4.75,2009-01-09
Department of Health,4.75,2009-01-09
Department of Health,4.75,2009-01-09
Department of Health,4.75,2009-01-09
Department of Health,4.75,2009-01-09
Department of Health,4.75,2009-01-09
DC Department of Human Resources,120.69,2009-01-08
Serve DC,241.71,2009-01-09
Office of the Secretary,785.94,2009-01-08
Office of the Secretary,114.33,2009-01-08
Office of the Secretary,34.0,2009-01-09
Office of the Secretary,130.0,2009-01-09
Department of Public Works,625.0,2009-01-07
District Department of Transportation,1435.0,2009-01-09
Department of Public Works,2500.0,2009-01-08
Department of  Youth Rehabilitation Services,293.92,2009-01-08
DC Public Library,463.75,2009-01-09
Fire & Emergency Medical Services,845.0,2009-01-09
Fire & Emergency Medical Services,18.35,2009-01-09
Office of the State Superintendent of Education,258.77,2009-01-10
Department of Public Works,143.0,2009-01-09
Fire & Emergency Medical Services,2694.15,2009-01-10
Metropolitan Police Department,842.48,2009-01-08
City Administrator/Deputy Mayor,39.94,2009-01-07
Office of Finance & Resource Management,62.0,2009-01-08
Fire & Emergency Medical Services,2940.0,2009-01-07
Fire & Emergency Medical Services,1000.0,2009-01-07
Fire & Emergency Medical Services,65.0,2009-01-07
Department of Health,499.89,2009-01-06
Department of Health,2476.53,2009-01-06
Department of Health,2400.0,2009-01-07
District Department of the Environment,202.0,2009-01-07
Department of Employment Services,775.0,2009-01-16
Department of Employment Services,775.0,2009-01-16
Department of Employment Services,60.0,2009-01-16
Department of Motor Vehicles,364.94,2009-01-15
Department of  Youth Rehabilitation Services,179.45,2009-01-15
