AGENCY,TRANSACTION_AMOUNT,TRANSACTION_DATE
Department on Disability Services,2221.72,2009-09-20
City Administrator/Deputy Mayor,307.2,2009-04-29
Department of Human Services,-376.96,2009-08-13
District Department of Transportation,567.39,2009-09-14
Department on Disability Services,29.75,2009-12-09
Department of Mental Health,-426.53,2009-08-22
Department of Health,-1330.19,2009-03-07
District Department of the Environment,-196.01,2009-08-20
Department on Disability Services,37.65,2009-09-05
DC Taxicab Commission,254.76,2009-08-08
Fire & Emergency Medical Services,188.06,2009-12-01
Fire & Emergency Medical Services,2002.01,2009-08-16
Department of Corrections,56.35,2009-08-14
Department of Parks & Recreation,352.03,2009-08-09
Department of  Youth Rehabilitation Services,44.74,2009-04-18
Department of Motor Vehicles,1795.79,2009-09-09
Office of the Inspector General,1467.35,2009-02-08
Department of Mental Health,982.04,2009-04-29
Department of Motor Vehicles,-43.86,2009-08-03
Office of the Chief Financial Officer,1167.21,2009-06-06
Fire & Emergency Medical Services,3.3,2009-04-29
Department on Disability Services,2032.42,2009-03-02
District Department of the Environment,81.03,2009-12-13
Fire & Emergency Medical Services,18.43,2009-01-25
District Department of the Environment,256.83,2009-12-04
City Administrator/Deputy Mayor,1918.76,2009-06-12
Office of Partnership & Grant Services,88.7,2009-03-23
Fire & Emergency Medical Services,49.49,2009-11-26
Commission on Arts & Humanities,1875.13,2009-08-17
Deputy Mayor for Economic Development,13.58,2009-02-19
DC Public Library,728.46,2009-02-17
Department of Health,221.41,2009-02-02
Fire & Emergency Medical Services,2196.74,2009-09-11
Department of Public Works,2345.52,2009-05-04
Department of Corrections,25.23,2009-09-19
District Department of Transportation,832.9,2009-05-09
Office of the State Superintendent of Education,211.01,2009-01-31
Department on Disability Services,324.69,2009-04-12
Department of Health,255.82,2009-01-18
Office of the Chief Financial Officer,2173.11,2009-03-15
Office of the Attorney General,869.53,2009-08-12
Office of Cable TV,13.87,2009-04-04
Department of Property Management,82.18,2009-06-19
Metropolitan Police Department,1859.19,2009-02-23
DC Office of Risk Management,102.61,2009-10-26
Department on Disability Services,691.64,2009-09-20
Office of the State Superintendent of Education,-38.44,2009-02-19
District Department of the Environment,51.06,2009-03-31
Department of Employment Services,55.5,2009-05-02
Homeland Security/Emergency Management,-11.84,2009-08-03
Office of the State Superintendent of Education,41.04,2009-07-23
District Department of the Environment,1845.19,2009-08-11
Office of Administrative Hearings,2264.1,2009-09-16
District Department of Transportation,-255.93,2009-11-17
Metropolitan Police Department,244.71,2009-01-08
Fire & Emergency Medical Services,17.9,2009-12-02
DC Public Library,2.9,2009-06-14
Department of Public Works,60.75,2009-12-10
Department of Public Works,165.14,2009-09-16
Fire & Emergency Medical Services,-177.03,2009-03-26
Department of Health,16.15,2009-04-27
Office of Veterans Affairs,-2.81,2009-04-23
Office of the Chief Financial Officer,1886.5,2009-09-08
Office of Motion Pictures & Television,278.4,2009-05-11
DC Public Library,154.65,2009-02-23
Department of  Youth Rehabilitation Services,166.42,2009-05-20
District Department of the Environment,1868.42,2009-12-18
Metropolitan Police Department,-74.5,2009-06-11
Contract Appeals Board,98.6,2009-06-11
DC National Guard,2095.32,2009-09-13
Fire & Emergency Medical Services,29.21,2009-08-26
Office of the Chief Technology Officer,325.2,2009-08-17
District Department of Transportation,437.97,2009-02-14
Fire & Emergency Medical Services,604.09,2009-05-27
Department of Public Works,336.19,2009-08-20
Office of the Chief Financial Officer,10.63,2009-02-13
District Department of the Environment,31.68,2009-09-04
Department of Housing & Community Development,70.32,2009-09-28
Office of Municipal Planning,1976.86,2009-08-05
Office of the Attorney General,2.49,2009-05-24
Office of the Attorney General,-9.8,2009-03-08
DC Department of Human Resources,123.73,2009-01-12
Department of Motor Vehicles,-1137.4,2009-02-09
Office of the Mayor,2072.72,2009-11-21
Metropolitan Police Department,1814.05,2009-08-30
Metropolitan Police Department,28.41,2009-08-29
Office of the State Superintendent of Education,424.11,2009-01-24
Department of Health,2216.85,2009-11-29
Department of Parks & Recreation,37.07,2009-05-20
Office of the Secretary,-353.93,2009-09-01
Child & Family Services Administration,289.53,2009-08-15
Metropolitan Police Department,-114.67,2009-04-06
Department of Parks & Recreation,-35.45,2009-08-20
Department of Public Works,82.56,2009-03-21
Department of Health,0.9,2009-08-17
District Department of the Environment,866.95,2009-03-27
District Department of Transportation,2528.66,2009-09-06
Department of Public Works,205.23,2009-08-05
District Department of Transportation,2089.76,2009-12-03
Department of Motor Vehicles,27.43,2009-08-23
Department on Disability Services,39.69,2009-08-13
Department of Housing & Community Development,2018.44,2009-08-26
Office of the Attorney General,85.67,2009-04-05
Office of the Inspector General,-153.06,2009-04-23
Fire & Emergency Medical Services,1316.9,2009-03-24
Department of  Youth Rehabilitation Services,14.24,2009-01-23
Office of the State Superintendent of Education,212.44,2009-02-26
Office of the Secretary,77.56,2009-08-06
Office of the Chief Technology Officer,-668.16,2009-03-01
Office of the State Superintendent of Education,2352.04,2009-11-26
Office of the State Superintendent of Education,399.6,2009-09-17
Office of Cable TV,-1816.42,2009-09-01
Office of the Chief Technology Officer,-4.61,2009-12-08
University of the District of Columbia,1839.2,2009-07-29
Office of the State Superintendent of Education,40.09,2009-03-20
DC Lottery & Charitable Games Control Board,38.65,2009-02-18
District Department of Transportation,2170.26,2009-12-05
Department on Disability Services,-158.59,2009-02-23
Fire & Emergency Medical Services,196.51,2009-04-10
Office of Partnership & Grant Services,-23.09,2009-02-24
Department of Health,536.2,2009-04-11
District Department of the Environment,-1741.56,2009-09-01
Department of Health,1997.72,2009-02-09
District Department of the Environment,70.23,2009-02-19
Office of Police Complaints,2080.25,2009-03-22
Department of Motor Vehicles,21.64,2009-03-24
Fire & Emergency Medical Services,25.75,2009-05-18
District Department of the Environment,328.69,2009-04-19
District Department of Transportation,2154.52,2009-09-21
District Department of Transportation,165.95,2008-12-30
Office of the Chief Financial Officer,198.71,2009-06-03
Department of Human Services,271.87,2009-01-10
Office of Municipal Planning,80.77,2009-07-25
Office of Cable TV,19.29,2009-09-04
Department of Health,-79.56,2009-04-27
Department of Education,23.48,2009-03-11
District Department of Transportation,167.61,2009-04-05
Commission of Judicial Disabilities & Tenure,140.27,2009-04-07
Department of Consumer & Regulatory Affairs,-354.92,2009-02-20
Department of Public Works,1883.98,2009-11-27
Office of the Inspector General,22.98,2009-01-28
Office of Finance & Resource Management,1707.98,2009-08-21
District Department of Transportation,2330.71,2009-05-31
Department of Corrections,521.56,2009-03-07
Department of Public Works,103.01,2009-04-29
Department of Consumer & Regulatory Affairs,1723.38,2009-06-13
Department of Health,56.53,2009-01-08
District Department of Transportation,61.89,2009-04-10
Serve DC,2.13,2009-09-01
Office of the Tenant Advocate,1852.49,2009-03-07
Office of the State Superintendent of Education,1822.08,2009-09-19
Department of Housing & Community Development,2444.79,2009-09-24
District Department of Transportation,34.49,2009-08-10
Office of the Chief Financial Officer,1483.82,2009-12-04
Fire & Emergency Medical Services,29.39,2009-01-28
Office of the Mayor,2158.57,2009-09-16
Department of Employment Services,19.34,2009-08-31
Office of the Chief Financial Officer,22.55,2009-03-05
Fire & Emergency Medical Services,44.13,2009-09-24
University of the District of Columbia,145.45,2009-08-27
Department of Health,65.05,2009-06-02
Fire & Emergency Medical Services,10.33,2009-01-24
Office of the State Superintendent of Education,8.87,2009-08-20
Fire & Emergency Medical Services,48.76,2009-08-20
Department of Health,2154.54,2009-09-23
Department on Disability Services,724.77,2009-02-23
Commission on Arts & Humanities,217.47,2009-04-12
District Department of Transportation,56.83,2009-05-07
Metropolitan Police Department,1167.36,2009-04-13
Department of Human Services,329.85,2009-09-28
Department on Disability Services,71.15,2009-08-15
District Department of Transportation,35.76,2009-08-19
DC Taxicab Commission,-2.85,2009-08-10
Department of  Youth Rehabilitation Services,342.43,2009-12-10
Department of Employment Services,487.72,2009-09-14
Metropolitan Police Department,-1269.24,2009-01-16
DC Public Library,1914.72,2009-09-20
Office of the Inspector General,-337.72,2009-10-02
Department of Mental Health,-379.28,2009-07-31
Department of Public Works,141.66,2009-02-16
Office of the Chief Financial Officer,-44.52,2009-06-17
Department of  Youth Rehabilitation Services,2170.03,2009-08-18
Department of Health,9.57,2009-03-10
Department of Employment Services,65.24,2009-06-15
Department of Health,2166.54,2009-09-12
Fire & Emergency Medical Services,79.56,2009-01-15
Office of the State Superintendent of Education,11.05,2009-09-12
"Department of Insurance, Securities & Banking",16.71,2009-04-12
District Department of Transportation,66.87,2009-03-27
Fire & Emergency Medical Services,814.4,2009-04-23
Department of Parks & Recreation,29.21,2009-07-19
Office of the State Superintendent of Education,601.51,2009-08-23
Office of the Secretary,15.36,2009-12-07
Office of the Chief Technology Officer,51.16,2009-09-27
Department of Consumer & Regulatory Affairs,32.75,2009-08-26
Department on Disability Services,9.24,2009-02-25
District Department of the Environment,49.77,2009-05-16
Fire & Emergency Medical Services,677.54,2009-08-12
Department on Disability Services,-705.26,2009-09-24
Department of  Youth Rehabilitation Services,1833.81,2009-12-28
Department of Health,49.95,2009-01-21
Department of Parks & Recreation,1360.44,2009-03-16
Office of Human Rights,1326.51,2009-02-26
Office of the Mayor,197.5,2009-04-14
Office of the Chief Medical Examiner,15.7,2009-06-17
Serve DC,30.08,2009-10-20
Fire & Emergency Medical Services,-2.64,2009-06-07
Fire & Emergency Medical Services,2126.77,2009-04-15
Contract Appeals Board,108.6,2009-07-28
Office of the Attorney General,61.77,2009-02-04
Department of Consumer & Regulatory Affairs,2286.68,2009-09-18
Fire & Emergency Medical Services,-58.75,2009-08-09
Department of Motor Vehicles,20.31,2009-02-25
Department of Motor Vehicles,31.67,2009-02-23
Homeland Security/Emergency Management,549.03,2009-06-08
Office of the Chief Technology Officer,192.76,2009-03-02
Deputy Mayor for Economic Development,31.22,2009-02-19
Office of the Chief Medical Examiner,-2039.93,2009-09-13
University of the District of Columbia,8.42,2009-07-31
Office of Police Complaints,-15.48,2009-01-06
District Department of the Environment,2330.33,2009-05-06
Metropolitan Police Department,1734.62,2009-09-11
District Department of the Environment,57.63,2009-01-16
Office of the Chief Financial Officer,-184.94,2009-10-03
DC Department of Human Resources,126.42,2008-12-26
District Department of Transportation,525.86,2009-08-19
Fire & Emergency Medical Services,898.68,2009-01-19
Office of the State Superintendent of Education,1962.97,2009-04-30
Department of Employment Services,-22.81,2009-11-29
Fire & Emergency Medical Services,2338.06,2009-02-07
Department of Property Management,50.1,2009-08-09
Office of the Tenant Advocate,252.54,2009-01-17
Metropolitan Police Department,46.99,2009-01-22
Office of the Mayor,17.7,2009-08-13
Department of Employment Services,34.16,2009-04-13
City Administrator/Deputy Mayor,-997.57,2009-09-18
Department of Health,23.09,2009-05-10
Metropolitan Police Department,1943.71,2009-08-14
Department of Employment Services,201.74,2009-06-10
Office of the Mayor,556.87,2009-03-14
Metropolitan Police Department,17.17,2009-06-14
Metropolitan Police Department,1935.01,2008-12-26
Fire & Emergency Medical Services,47.33,2009-11-23
DC Public Library,-28.95,2009-04-17
Office of the Chief Financial Officer,136.44,2009-02-01
District Department of the Environment,1020.89,2009-08-28
Department of Property Management,-124.67,2009-09-08
District Department of the Environment,147.09,2009-03-08
Department of Corrections,9.22,2009-04-17
Department of Parks & Recreation,53.82,2009-09-14
Office of the State Superintendent of Education,2355.65,2009-08-16
DC Department of Human Resources,2173.95,2009-04-12
Office of the Chief Technology Officer,2100.19,2009-08-15
Department of Mental Health,78.19,2009-01-07
District Department of Transportation,-255.45,2009-08-31
DC Public Library,-16.26,2009-05-29
DC Public Library,73.27,2009-01-04
